Row ID;Order ID;Order Date;Date Key;Contact Name;Country;City;Region;Subregion;Customer;Customer ID;Industry;Segment;Product;License;Sales;Quantity;Discount;Profit
532;AMER-2021-102848;11/07/21;20211107;James Butler;United States;New York City;AMER;NAMER;Berkshire Hathaway;1012;Finance;Strategic;FinanceHub;5IDTMLR25Z;190.72;1;00.02;0,522222222
533;AMER-2023-129441;09/08/23;20230908;William Lawrence;United States;New York City;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;SaaS Connector Pack;8Y4D74L4F3;47.94;3;0;2.397
534;EMEA-2022-168753;5/30/2022;20220530;Irene Wright;Portugal;Porto;EMEA;EU-WEST;Chevron;1017;Energy;SMB;Site Analytics;QA6NQ1AWR7;979.95;5;0;274.386
535;EMEA-2022-168753;5/30/2022;20220530;Irene Wright;Portugal;Porto;EMEA;EU-WEST;Chevron;1017;Energy;SMB;ContactMatcher;MA38C1T89F;0,96875;5;0;11.375
536;AMER-2022-126613;07/11/22;20220711;Irene Clark;Chile;Antofagasta;AMER;LATAM;Comcast;1022;Communications;SMB;Marketing Suite - Gold;BX9FYENL39;16.768;2;00.02;14.672
537;APJ-2023-122637;09/04/23;20230904;Sean Scott;Australia;Sydney;APJ;ANZ;Prudential Financial;1078;Finance;SMB;ContactMatcher;ZVPQ8T8BMT;42.616;7;00.08;-681.856
538;EMEA-2021-147851;12/03/21;20211203;Dylan Ogden;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Enterprise;ContactMatcher;MQEDWGFO4P;10.752;4;00.02;03.36
539;EMEA-2021-134894;12/07/21;20211207;Emma Young;Ireland;Dublin;EMEA;UKIR;Lowes;1060;Retail;SMB;OneView;4XY9N8RDFD;152.94;3;0;412.938
540;EMEA-2021-134894;12/07/21;20211207;Emma Young;Ireland;Dublin;EMEA;UKIR;Lowes;1060;Retail;SMB;FinanceHub;7BXJA35WH2;283.92;4;0;70.98
541;EMEA-2020-140795;02/02/20;20200202;Wanda Gill;Italy;Genoa;EMEA;EU;Verizon Communications;1094;Communications;SMB;Data Smasher;8KT1Y4PL7T;468.09.00;6;0;206.316
542;AMER-2022-136924;7/15/2022;20220715;Sophie Lewis;Chile;Santiago;AMER;LATAM;Samsung Electronics;1015;Tech;Strategic;Site Analytics;F033LIN2U3;380.864;8;00.02;380.864
543;AMER-2021-120131;12/18/2021;20211218;Sebastian Sharp;Mexico;Toluca;AMER;LATAM;ConocoPhillips;1024;Energy;SMB;Marketing Suite - Gold;TVLZPMXYNQ;646.776;9;00.02;-1.455.246
544;APJ-2020-103849;05/11/20;20200511;Sonia Ince;Japan;Saitama;APJ;JAPN;Daimler;1052;Transportation;SMB;Data Smasher;BLDB6GEGRG;58.112;2;00.02;7.264
545;APJ-2020-103849;05/11/20;20200511;Sonia Ince;Japan;Saitama;APJ;JAPN;Daimler;1052;Transportation;SMB;Site Analytics;MKQUT4BK6G;100.792;1;00.02;62.995
546;APJ-2020-103849;05/11/20;20200511;Sonia Ince;Japan;Saitama;APJ;JAPN;Daimler;1052;Transportation;SMB;SaaS Connector Pack;7BUQDEB68Q;66.112;4;00.06;-842.928
547;EMEA-2023-162929;11/20/2023;20231120;Virginia Carr;United Kingdom;London;EMEA;UKIR;Walt Disney;1097;Communications;Enterprise;ContactMatcher;9J353ETVFQ;41.28.00;6;00.02;13.932
548;EMEA-2023-162929;11/20/2023;20231120;Virginia Carr;United Kingdom;London;EMEA;UKIR;Walt Disney;1097;Communications;Enterprise;Support;HNNKQZRFPJ;13.36;2;0;64.128
549;APJ-2021-113173;11/15/2021;20211115;Phil Dowd;Australia;Sydney;APJ;ANZ;AT&T;1010;Communications;Strategic;Marketing Suite - Gold;GH43V07JHN;250.272;9;00.02;15.642
550;APJ-2021-113173;11/15/2021;20211115;Phil Dowd;Australia;Sydney;APJ;ANZ;AT&T;1010;Communications;Strategic;ContactMatcher;6HQBH64EV9;11.364;3;00.08;-17.046
551;APJ-2021-113173;11/15/2021;20211115;Phil Dowd;Australia;Sydney;APJ;ANZ;AT&T;1010;Communications;Strategic;Support;4IO48L3P4D;0,383333333;5;00.02;-1.744
552;AMER-2022-136406;4/16/2022;20220416;Zoe Ferguson;United States;Los Angeles;AMER;NAMER;Cigna;1038;Healthcare;SMB;FinanceHub;OIC3INMWQQ;1.121.568;2;00.02;0
553;EMEA-2023-112774;09/12/23;20230912;Rebecca Dickens;Germany;Berlin;EMEA;EU-WEST;Amazon;1004;Tech;SMB;SaaS Connector Pack;AJLNEZRWBZ;34.504;1;00.02;60.382
554;APJ-2023-101945;11/25/2023;20231125;Michelle Langdon;Japan;Tokyo;APJ;JAPN;Lukoil;1044;Energy;SMB;Storage;AV1BH3MJHY;10.824;3;00.02;25.707
555;AMER-2023-100650;6/30/2023;20230630;Phil Dowd;United States;San Francisco;AMER;NAMER;AT&T;1010;Communications;Strategic;Marketing Suite - Gold;YW8616LMQV;1295.78;2;0;3.109.872
556;EMEA-2020-155852;03/03/20;20200303;James Harris;Sweden;Stockholm;EMEA;NOR;Airbus;1030;Manufacturing;SMB;ChatBot Plugin;8CHJ1MPU0D;19.456;4;00.02;34.048
557;AMER-2022-113243;06/11/22;20220611;Jonathan Thomson;United States;New York City;AMER;NAMER;HSBC Holdings;1070;Finance;SMB;FinanceHub;6QS9RXIR0N;20.07;2;0;9.936
558;AMER-2022-113243;06/11/22;20220611;Jonathan Thomson;United States;New York City;AMER;NAMER;HSBC Holdings;1070;Finance;SMB;ContactMatcher;BIXQB7GJ7B;1335.68;4;00.02;-217.048
559;AMER-2022-113243;06/11/22;20220611;Jonathan Thomson;United States;New York City;AMER;NAMER;HSBC Holdings;1070;Finance;SMB;Support;73VCYD2UPF;32.04.00;5;0;15.552
560;AMER-2023-118731;11/21/2023;20231121;Victoria Roberts;United States;Los Angeles;AMER;NAMER;Amazon;1004;Tech;SMB;SaaS Connector Pack;XWGQHNIJ60;42.06.00;3;0;16.614
561;AMER-2023-118731;11/21/2023;20231121;Victoria Roberts;United States;Los Angeles;AMER;NAMER;Amazon;1004;Tech;SMB;ContactMatcher;6QA8V9EA30;84.056;7;00.02;273.182
562;EMEA-2020-145576;9/14/2020;20200914;Justin Anderson;Germany;Cologne;EMEA;EU-WEST;CVS Health;1026;Retail;SMB;OneView;O8G3YZNMJA;13;5;00.02;01.03
563;EMEA-2020-145576;9/14/2020;20200914;Justin Anderson;Germany;Cologne;EMEA;EU-WEST;CVS Health;1026;Retail;SMB;SaaS Connector Pack;X9ZRM06GS8;13.128;3;00.02;37.743
564;AMER-2021-130736;12/07/21;20211207;Caroline Burgess;Canada;Toronto;AMER;NAMER;J.P. Morgan Chase & Co.;1054;Finance;SMB;Storage;BGFLDMT8ZR;0,191666667;2;0;0
565;AMER-2021-130736;12/07/21;20211207;Caroline Burgess;Canada;Toronto;AMER;NAMER;J.P. Morgan Chase & Co.;1054;Finance;SMB;FinanceHub;MKU9LP9GYU;0,125694444;1;0;12.006
566;AMER-2023-137099;12/08/23;20231208;Liam Paige;United States;New York City;AMER;NAMER;Allianz;1080;Finance;SMB;Site Analytics;YLE3FYW4ER;374.376;3;00.02;46.797
567;AMER-2023-156951;10/02/23;20231002;Dominic Hill;Canada;Toronto;AMER;NAMER;Siemens;1043;Manufacturing;Strategic;Support;TO3E33S0V6;91.84;8;0;450.016
568;AMER-2023-156951;10/02/23;20231002;Dominic Hill;Canada;Toronto;AMER;NAMER;Siemens;1043;Manufacturing;Strategic;ContactMatcher;GL7QFOP3IK;81.088;7;00.02;273.672
569;AMER-2023-156951;10/02/23;20231002;Dominic Hill;Canada;Toronto;AMER;NAMER;Siemens;1043;Manufacturing;Strategic;Support;0A4X00U10S;19.44;3;0;93.312
570;AMER-2023-156951;10/02/23;20231002;Dominic Hill;Canada;Toronto;AMER;NAMER;Siemens;1043;Manufacturing;Strategic;FinanceHub;77J1GS09N1;451.152;3;00.02;0
571;EMEA-2023-164826;12/29/2023;20231229;Justin Pullman;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;SMB;FinanceHub;TA1G2NKRGZ;72.45.00;7;0;34.776
572;EMEA-2023-164826;12/29/2023;20231229;Justin Pullman;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;SMB;Storage;KL6QVLHVRO;0,608333333;4;0;64.216
573;EMEA-2023-164826;12/29/2023;20231229;Justin Pullman;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;SMB;ContactMatcher;ZSJPM3XIAJ;33.264;7;00.02;112.266
574;EMEA-2023-164826;12/29/2023;20231229;Justin Pullman;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;SMB;Site Analytics;67ST14FM53;0,642361111;3;0;40.095
575;AMER-2022-127250;11/04/22;20221104;Joseph Cameron;Canada;Hamilton;AMER;NAMER;Morgan Stanley;1068;Finance;SMB;ChatBot Plugin;YK0NYX62DJ;0,390277778;3;0;23.814
576;AMER-2021-149713;9/18/2021;20210918;Natalie Nash;United States;Jacksonville;AMER;NAMER;Itochu;1032;Finance;SMB;Support;ENRB2HJHUW;160.72;14;0;787.528
577;AMER-2021-149713;9/18/2021;20210918;Natalie Nash;United States;Jacksonville;AMER;NAMER;Itochu;1032;Finance;SMB;Support;BI72HZCQT9;0,855555556;4;0;97.608
578;AMER-2021-149713;9/18/2021;20210918;Natalie Nash;United States;Jacksonville;AMER;NAMER;Itochu;1032;Finance;SMB;Support;WN4FT6V0AN;07.03;2;0;02.19
579;APJ-2023-118640;7/21/2023;20230721;Colin Morgan;Australia;Sydney;APJ;ANZ;Boeing;1014;Manufacturing;SMB;Marketing Suite - Gold;PAJXXIIUJ3;69.712;2;00.02;8.714
580;APJ-2023-118640;7/21/2023;20230721;Colin Morgan;Australia;Sydney;APJ;ANZ;Boeing;1014;Manufacturing;SMB;SaaS Connector Pack;YJSPBCSOYI;8.792;1;00.06;-57.148
581;AMER-2021-132906;09/10/21;20210910;Jasmine MacLeod;United States;New York City;AMER;NAMER;Aetna;1002;Healthcare;SMB;Support;4DLCAQQTX0;51.52.00;4;0;15.456
582;EMEA-2023-145233;12/02/23;20231202;Charles Lee;Russia;Moscow;EMEA;EU-EAST;UnitedHealth Group;1092;Healthcare;SMB;Site Analytics;JBN3AX2ZR0;470.376;3;00.02;529.173
583;EMEA-2023-145233;12/02/23;20231202;Charles Lee;Russia;Moscow;EMEA;EU-EAST;UnitedHealth Group;1092;Healthcare;SMB;Site Analytics;874MHA5N8D;105.584;2;00.02;92.386
584;EMEA-2023-145233;12/02/23;20231202;Charles Lee;Russia;Moscow;EMEA;EU-EAST;UnitedHealth Group;1092;Healthcare;SMB;OneView;PW5506C5G7;31.152;3;00.02;35.046
585;EMEA-2023-145233;12/02/23;20231202;Charles Lee;Russia;Moscow;EMEA;EU-EAST;UnitedHealth Group;1092;Healthcare;SMB;ContactMatcher;86IKKL7RM0;6.783;7;00.07;-47.481
586;EMEA-2023-145233;12/02/23;20231202;Charles Lee;Russia;Moscow;EMEA;EU-EAST;UnitedHealth Group;1092;Healthcare;SMB;Site Analytics;VLUZL8MXRS;406.368;4;00.02;304.776
587;EMEA-2021-128139;07/03/21;20210703;Leonard Nash;Ireland;Dublin;EMEA;UKIR;Berkshire Hathaway;1012;Finance;SMB;FinanceHub;XJ6G76LA59;70.98;1;0;49.686
588;EMEA-2021-128139;07/03/21;20210703;Leonard Nash;Ireland;Dublin;EMEA;UKIR;Berkshire Hathaway;1012;Finance;SMB;FinanceHub;03FGC2Z66S;294.93;3;0;1.445.157
589;EMEA-2022-156986;3/21/2022;20220321;Pippa Brown;Belgium;Brussels;EMEA;EU-WEST;Volkswagen;1046;Manufacturing;SMB;Site Analytics;KAQD1J96EN;84.784;2;00.02;-201.362
590;EMEA-2022-156986;3/21/2022;20220321;Pippa Brown;Belgium;Brussels;EMEA;EU-WEST;Volkswagen;1046;Manufacturing;SMB;Support;0NHANJ5AFJ;20.736;4;00.02;72.576
591;EMEA-2022-156986;3/21/2022;20220321;Pippa Brown;Belgium;Brussels;EMEA;EU-WEST;Volkswagen;1046;Manufacturing;SMB;ContactMatcher;V4CAWQ5GSP;16.821;3;00.07;-128.961
592;EMEA-2022-156986;3/21/2022;20220321;Pippa Brown;Belgium;Brussels;EMEA;EU-WEST;Volkswagen;1046;Manufacturing;SMB;Support;WHTKM3HPY2;10.368;2;00.02;36.288
593;APJ-2020-135405;01/10/20;20200110;Pippa Ross;Japan;Kanagawa;APJ;JAPN;Apple;1008;Tech;SMB;ChatBot Plugin;XZTQBCZOYF;9.344;2;00.02;1.168
594;APJ-2020-135405;01/10/20;20200110;Pippa Ross;Japan;Kanagawa;APJ;JAPN;Apple;1008;Tech;SMB;Data Smasher;MVSSSDP56F;31.02.00;3;00.02;0,427083333
595;AMER-2020-131450;08/08/20;20200808;Matt Kelly;United States;Seattle;AMER;NAMER;Alphabet;1053;Tech;SMB;OneView;QZYTCRDUQC;76.12.00;2;0;220.748
596;AMER-2020-131450;08/08/20;20200808;Matt Kelly;United States;Seattle;AMER;NAMER;Alphabet;1053;Tech;SMB;Alchemy;LPCAI4QERL;1.199.976;3;00.02;4.349.913
597;AMER-2020-131450;08/08/20;20200808;Matt Kelly;United States;Seattle;AMER;NAMER;Alphabet;1053;Tech;SMB;Site Analytics;WX20EGXRBF;445.96;5;00.02;55.745
598;AMER-2020-131450;08/08/20;20200808;Matt Kelly;United States;Seattle;AMER;NAMER;Alphabet;1053;Tech;SMB;SaaS Connector Pack;N21C526QYI;327.76;8;0;917.728
599;EMEA-2022-120180;7/15/2022;20220715;Michelle Thomson;France;Paris;EMEA;EU-WEST;Anthem;1029;Healthcare;SMB;Support;U8MTSDD9FY;11.632;2;00.02;10.178
600;EMEA-2022-100720;7/17/2022;20220717;Evan Ince;France;Paris;EMEA;EU-WEST;Banco Santander;1101;Finance;SMB;Site Analytics;DRKGJ0HTFI;143.982;3;00.04;-287.964
601;EMEA-2022-100720;7/17/2022;20220717;Evan Ince;France;Paris;EMEA;EU-WEST;Banco Santander;1101;Finance;SMB;Site Analytics;24BPROOJWJ;494.376;4;00.04;-1.153.544
602;EMEA-2022-100720;7/17/2022;20220717;Evan Ince;France;Paris;EMEA;EU-WEST;Banco Santander;1101;Finance;SMB;Support;3SB35GVTBO;0,266666667;2;00.02;0,050694444
603;EMEA-2020-149958;3/15/2020;20200315;Diane Buckland;Germany;Cologne;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;SMB;Marketing Suite - Gold;RUFLJT9T9F;142.776;1;00.02;17.847
604;EMEA-2020-149958;3/15/2020;20200315;Diane Buckland;Germany;Cologne;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;SMB;SaaS Connector Pack;819JTO14ID;45.696;3;00.02;51.408
605;EMEA-2020-149958;3/15/2020;20200315;Diane Buckland;Germany;Cologne;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;SMB;ContactMatcher;S6MMZPLZFQ;7.218;3;00.07;-55.338
606;EMEA-2020-149958;3/15/2020;20200315;Diane Buckland;Germany;Cologne;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;SMB;ContactMatcher;KJ58MPD8QR;43.188;4;00.07;-316.712
607;EMEA-2020-149958;3/15/2020;20200315;Diane Buckland;Germany;Cologne;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;SMB;Support;8NACWE5VD1;131.904;3;00.02;478.152
608;EMEA-2020-105767;5/23/2020;20200523;Jane Pullman;France;Paris;EMEA;EU-WEST;PepsiCo;1073;Consumer Products;SMB;ContactMatcher;L0MOMT34DW;3.282;2;00.07;-26.256
609;EMEA-2020-105767;5/23/2020;20200523;Jane Pullman;France;Paris;EMEA;EU-WEST;PepsiCo;1073;Consumer Products;SMB;ChatBot Plugin;QJVQYTN8TL;21.168;9;00.02;23.814
610;EMEA-2020-105767;5/23/2020;20200523;Jane Pullman;France;Paris;EMEA;EU-WEST;PepsiCo;1073;Consumer Products;SMB;Site Analytics;LPO0ZQYKV0;55.188;2;00.04;-101.178
611;APJ-2022-161816;4/29/2022;20220429;Jessica Langdon;Japan;Aichi;APJ;JAPN;Allianz;1080;Finance;Strategic;Site Analytics;M7TW3Z64S4;369.576;3;00.02;415.773
612;APJ-2022-161816;4/29/2022;20220429;Jessica Langdon;Japan;Aichi;APJ;JAPN;Allianz;1080;Finance;Strategic;FinanceHub;VX2M3QGNQ2;15.712;4;00.02;56.956
613;EMEA-2022-121223;09/12/22;20220912;Ella Lawrence;France;Paris;EMEA;EU-WEST;UnitedHealth Group;1092;Healthcare;Strategic;Support;FLH3YEFCZH;8.448;2;00.02;0,127777778
614;EMEA-2022-121223;09/12/22;20220912;Ella Lawrence;France;Paris;EMEA;EU-WEST;UnitedHealth Group;1092;Healthcare;Strategic;Site Analytics;66BTOF928V;728.946;9;00.04;-1.579.383
615;AMER-2023-138611;11/15/2023;20231115;Carolyn Ross;Mexico;Guadalajara;AMER;LATAM;Airbus;1030;Manufacturing;SMB;Site Analytics;LL8X340K0T;119.94;10;00.04;15.992
616;AMER-2023-138611;11/15/2023;20231115;Carolyn Ross;Mexico;Guadalajara;AMER;LATAM;Airbus;1030;Manufacturing;SMB;ContactMatcher;WDV1G5Y08X;3.648;2;00.07;-27.968
617;EMEA-2023-117947;8/19/2023;20230819;Ella Simpson;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Strategic;SaaS Connector Pack;UWBXB2QMDD;40.48.00;2;0;157.872
618;EMEA-2023-117947;8/19/2023;20230819;Ella Simpson;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Strategic;SaaS Connector Pack;KDKZR9XOP5;0,440277778;2;0;30.814
619;EMEA-2023-117947;8/19/2023;20230819;Ella Simpson;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Strategic;ContactMatcher;FSGYI86LHP;107.424;9;00.02;33.57.00
620;EMEA-2023-117947;8/19/2023;20230819;Ella Simpson;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Strategic;Site Analytics;1GQ4M9UEGQ;37.91;1;0;109.939
621;EMEA-2023-117947;8/19/2023;20230819;Ella Simpson;United Kingdom;London;EMEA;UKIR;HonHai Precision Industry;1033;Tech;Strategic;SaaS Connector Pack;WVHT3UV0QP;88.02.00;3;0;272.862
622;APJ-2020-111171;12/26/2020;20201226;Ian Ross;Australia;Sydney;APJ;ANZ;Procter & Gamble;1077;Consumer Products;SMB;ContactMatcher;MH1KLKB60M;0,38125;5;00.08;-14.773
623;AMER-2021-138009;11/29/2021;20211129;Vanessa White;Brazil;São Paulo;AMER;LATAM;Pfizer;1074;Healthcare;Strategic;FinanceHub;B97BWG5I0B;301.96;2;0;875.684
624;AMER-2021-138009;11/29/2021;20211129;Vanessa White;Brazil;São Paulo;AMER;LATAM;Pfizer;1074;Healthcare;Strategic;OneView;AG4C85HG49;555.21.00;5;00.01;178.901
625;AMER-2021-138009;11/29/2021;20211129;Vanessa White;Brazil;São Paulo;AMER;LATAM;Pfizer;1074;Healthcare;Strategic;Marketing Suite - Gold;PPIBHTBFSG;523.48.00;4;0;130.87
626;AMER-2021-138009;11/29/2021;20211129;Vanessa White;Brazil;São Paulo;AMER;LATAM;Pfizer;1074;Healthcare;Strategic;ChatBot Plugin;DOH28GOUKB;161.82;9;0;469.278
627;EMEA-2023-163020;9/16/2023;20230916;Joshua Lyman;United Kingdom;London;EMEA;UKIR;Fannie Mae;1035;Finance;Enterprise;SaaS Connector Pack;5M364H5TRW;35.56.00;7;0;120.904
628;AMER-2023-153787;5/20/2023;20230520;Grace Hodges;Canada;Toronto;AMER;NAMER;Home Depot;1047;Retail;SMB;OneView;OL6P3TTEAM;97.16.00;2;0;281.764
629;AMER-2023-133431;12/18/2023;20231218;Diana Bell;United States;Los Angeles;AMER;NAMER;Sprint Nextel;1081;Communications;SMB;ContactMatcher;F0EGS4HP60;15.24;5;00.02;51.435
630;AMER-2023-133431;12/18/2023;20231218;Diana Bell;United States;Los Angeles;AMER;NAMER;Sprint Nextel;1081;Communications;SMB;Support;EQ5ILGR4T4;13.23;3;0;60.858
631;EMEA-2022-135720;12/12/22;20221212;Elizabeth Hughes;Russia;Moscow;EMEA;EU-EAST;Enel;1013;Energy;SMB;Marketing Suite - Gold;GARSYVWGO8;243.384;3;00.02;-517.191
632;EMEA-2022-135720;12/12/22;20221212;Elizabeth Hughes;Russia;Moscow;EMEA;EU-EAST;Enel;1013;Energy;SMB;Data Smasher;QMQ5IZL2U6;119.08.00;5;00.02;29.95
633;EMEA-2022-135720;12/12/22;20221212;Elizabeth Hughes;Russia;Moscow;EMEA;EU-EAST;Enel;1013;Energy;SMB;Site Analytics;EPH7QYSZDG;300.768;4;00.02;300.768
634;EMEA-2023-144694;9/25/2023;20230925;Alan White;Germany;Hamburg;EMEA;EU-WEST;Amazon;1004;Tech;SMB;Data Smasher;ZLM4CZYA4Y;0,769444444;3;00.02;24.585
635;EMEA-2023-144694;9/25/2023;20230925;Alan White;Germany;Hamburg;EMEA;EU-WEST;Amazon;1004;Tech;SMB;FinanceHub;RMX7LB1KHP;235.944;3;00.02;855.297
636;EMEA-2021-168004;10/04/21;20211004;Fiona Piper;Finland;Tampere;EMEA;NOR;Siemens;1043;Manufacturing;Strategic;FinanceHub;QMZ1VWVSVI;392.94;3;0;432.234
637;EMEA-2022-123470;8/16/2022;20220816;Alan Hudson;Russia;Moscow;EMEA;EU-EAST;Honda Motor;1045;Manufacturing;SMB;ContactMatcher;QHND54VA1U;18.882;3;00.07;-138.468
638;EMEA-2022-123470;8/16/2022;20220816;Alan Hudson;Russia;Moscow;EMEA;EU-EAST;Honda Motor;1045;Manufacturing;SMB;OneView;N2AZRNA13O;122.328;3;00.02;122.328
639;AMER-2022-115917;5/21/2022;20220521;Gavin Walsh;United States;Miami;AMER;NAMER;Philip Morris International;1075;Consumer Products;Enterprise;SaaS Connector Pack;2J47KNCUEZ;1049.02.00;5;0;272.792
640;AMER-2022-115917;5/21/2022;20220521;Gavin Walsh;United States;Miami;AMER;NAMER;Philip Morris International;1075;Consumer Products;Enterprise;ContactMatcher;MVOY78JYTK;15.424;4;00.02;50.128
641;EMEA-2022-147067;12/19/2022;20221219;Faith Blake;Luxembourg;Luxembourg;EMEA;EU-WEST;Bank of America Corp.;1011;Finance;Strategic;SaaS Connector Pack;ZT4LY2HEMX;0,808333333;3;0;60.288
642;AMER-2023-167913;7/31/2023;20230731;Gordon Parr;United States;Yonkers;AMER;NAMER;Aetna;1002;Healthcare;SMB;Marketing Suite - Gold;V3YENDD1EE;330.04.00;2;0;85.904
643;AMER-2023-167913;7/31/2023;20230731;Gordon Parr;United States;Yonkers;AMER;NAMER;Aetna;1002;Healthcare;SMB;FinanceHub;5ZNPUOCII5;26.25.00;7;0;12.06
644;AMER-2023-106103;06/11/23;20230611;Emily Ball;Brazil;Manaus;AMER;LATAM;Comcast;1022;Communications;SMB;Data Smasher;RG7W79G8S7;132.52.00;4;0;543.332
645;AMER-2023-127719;7/22/2023;20230722;Paul MacDonald;Argentina;Rosario;AMER;LATAM;Johnson & Johnson;1055;Healthcare;Enterprise;Support;R24M3DUZC7;06.48;1;0;31.752
646;APJ-2023-126221;12/31/2023;20231231;Michael Morgan;India;Mumbai;APJ;IND;Merck;1064;Healthcare;Enterprise;OneView;M9TYD0GZDM;209.03.00;2;0;56.511
647;AMER-2022-103947;04/02/22;20220402;Luke Jones;Chile;Puente Alto;AMER;LATAM;Lowes;1060;Retail;Strategic;Storage;G13N2PS54B;31.56.00;5;00.02;98.625
648;AMER-2022-103947;04/02/22;20220402;Luke Jones;Chile;Puente Alto;AMER;LATAM;Lowes;1060;Retail;Strategic;OneView;YGDU5N2EZ2;30.144;2;00.02;30.144
649;AMER-2022-160745;12/12/22;20221212;Peter Hart;Canada;Ottawa;AMER;NAMER;Valero Energy;1093;Energy;Strategic;SaaS Connector Pack;1FSEC3RTIU;14.08;4;0;6.068
650;AMER-2022-160745;12/12/22;20221212;Peter Hart;Canada;Ottawa;AMER;NAMER;Valero Energy;1093;Energy;Strategic;Site Analytics;4GY02X3D4E;302.376;3;00.02;226.782
651;AMER-2022-160745;12/12/22;20221212;Peter Hart;Canada;Ottawa;AMER;NAMER;Valero Energy;1093;Energy;Strategic;Data Smasher;C4G2L3VJCL;316;4;0;31.06.00
652;EMEA-2022-132661;10/24/2022;20221024;Andrew Lee;United Kingdom;London;EMEA;UKIR;United Parcel Service;1090;Transportation;Enterprise;Support;B5IBXV3X08;379.04.00;10;0;178.318
653;EMEA-2023-140844;6/20/2023;20230620;Fiona Nolan;United Kingdom;London;EMEA;UKIR;Sony;1028;Tech;Strategic;Support;412X9MLTPU;97.82;2;0;459.754
654;EMEA-2023-140844;6/20/2023;20230620;Fiona Nolan;United Kingdom;London;EMEA;UKIR;Sony;1028;Tech;Strategic;Data Smasher;BX2Z9URDXD;103.12.00;8;0;10.312
655;AMER-2022-137239;8/23/2022;20220823;Ruth McGrath;Mexico;Mexico City;AMER;LATAM;PepsiCo;1073;Consumer Products;SMB;OneView;1ZGJJDMAYT;113.552;2;00.02;85.164
656;AMER-2022-137239;8/23/2022;20220823;Ruth McGrath;Mexico;Mexico City;AMER;LATAM;PepsiCo;1073;Consumer Products;SMB;ContactMatcher;TA5HX5NTZT;3.318;2;00.07;-26.544
657;AMER-2022-137239;8/23/2022;20220823;Ruth McGrath;Mexico;Mexico City;AMER;LATAM;PepsiCo;1073;Consumer Products;SMB;SaaS Connector Pack - Gold;EY1FBO20A0;134.288;2;00.02;453.222
658;APJ-2022-156097;9/20/2022;20220920;Kevin Rampling;Australia;Melbourne;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;FinanceHub;A7RDX1BHSU;701.372;2;00.03;-50.098
659;APJ-2022-156097;9/20/2022;20220920;Kevin Rampling;Australia;Melbourne;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;ContactMatcher;7ESP3VG16Q;2.308;2;00.08;-3.462
660;APJ-2021-146563;8/24/2021;20210824;Kevin Vaughan;Japan;Hyogo;APJ;JAPN;Tyson Foods;1088;Consumer Products;SMB;Marketing Suite - Gold;1J50S8RXW4;999.432;7;00.02;124.929
661;APJ-2021-146563;8/24/2021;20210824;Kevin Vaughan;Japan;Hyogo;APJ;JAPN;Tyson Foods;1088;Consumer Products;SMB;Marketing Suite - Gold;0GZP4DDFLP;724.08.00;14;00.02;-135.765
662;APJ-2021-146563;8/24/2021;20210824;Kevin Vaughan;Japan;Hyogo;APJ;JAPN;Tyson Foods;1088;Consumer Products;SMB;ContactMatcher;7MBW8OHN6R;918.785;5;00.03;-1.181.295
663;APJ-2021-146563;8/24/2021;20210824;Kevin Vaughan;Japan;Hyogo;APJ;JAPN;Tyson Foods;1088;Consumer Products;SMB;ContactMatcher;VRVH7LBM1E;2.724;3;00.08;-42.222
664;EMEA-2022-123666;3/27/2022;20220327;Dan Tucker;United Kingdom;London;EMEA;UKIR;Cigna;1038;Healthcare;Strategic;Marketing Suite - Gold;3PNGCRGPLI;459.95;5;0;18.398
665;EMEA-2022-143308;11/05/22;20221105;Lucas Mathis;Ireland;Dublin;EMEA;UKIR;Lowes;1060;Retail;SMB;Storage;O33PSVPVKG;0,468055556;3;0;52.626
666;APJ-2023-132682;06/09/23;20230609;Stephanie Abraham;Japan;Aichi;APJ;JAPN;Huawei;1086;Tech;Strategic;Support;KV8HPUMW90;1,011111111;3;00.02;2.079
667;APJ-2023-132682;06/09/23;20230609;Stephanie Abraham;Japan;Aichi;APJ;JAPN;Huawei;1086;Tech;Strategic;Support;QBGN67EBHS;85.056;3;00.02;287.064
